file_metadata_file_name,file_metadata_file_path,file_metadata_file_extension,file_metadata_file_size_bytes,file_metadata_file_size_human,file_metadata_creation_time,file_metadata_modification_time,file_metadata_file_hash_md5,content_metadata_language,content_metadata_document_type_predicted_type,content_metadata_document_type_confidence,content_metadata_document_type_all_scores_letter,content_metadata_document_type_all_scores_article,content_metadata_document_type_all_scores_legal document,content_metadata_document_type_all_scores_presentation,content_metadata_document_type_all_scores_technical manual,content_metadata_document_type_all_scores_contract,content_metadata_document_type_all_scores_business report,content_metadata_document_type_all_scores_instruction manual,content_metadata_document_type_all_scores_policy document,content_metadata_document_type_all_scores_marketing material,content_metadata_document_type_all_scores_financial report,content_metadata_document_type_all_scores_research paper,content_metadata_document_type_all_scores_academic paper,content_metadata_summary,content_metadata_key_phrases,content_metadata_topics_technology,content_metadata_topics_business,content_metadata_topics_science,content_metadata_topics_legal,content_metadata_topics_medical,content_metadata_topics_education,content_metadata_entities_emails,content_metadata_entities_urls,content_metadata_entities_dates,content_metadata_entities_phone_numbers,content_metadata_content_metrics_character_count,content_metadata_content_metrics_word_count,content_metadata_content_metrics_sentence_count,content_metadata_content_metrics_paragraph_count,content_metadata_content_metrics_average_words_per_sentence,content_metadata_content_metrics_average_characters_per_word,content_metadata_content_metrics_unique_words,content_metadata_content_metrics_lexical_diversity,content_metadata_readability_scores_flesch_reading_ease,content_metadata_readability_scores_flesch_kincaid_grade_level,content_metadata_readability_scores_automated_readability_index,content_metadata_readability_scores_coleman_liau_index,content_metadata_readability_scores_gunning_fog,processing_metadata_processing_timestamp,processing_metadata_extraction_method,processing_metadata_text_extracted,processing_metadata_analysis_completed,processing_metadata_metadata_version,quality_metrics_text_extraction_confidence,quality_metrics_classification_confidence,quality_metrics_completeness_score
tmpyag1q4fc.pdf,C:\Users\umang\AppData\Local\Temp\tmpyag1q4fc.pdf,.pdf,729700,712.6KB,2025-06-22T11:46:42.201462,2025-06-22T11:46:42.202480,511ba7bd48c4cb74cb1111d1ba9ba6bb,en,letter,0.15459664165973663,0.15459664165973663,0.11485400795936584,0.09624982625246048,0.07635801285505295,0.07461269944906235,0.06898042559623718,0.068540059030056,0.06533785909414291,0.06382963806390762,0.061075326055288315,0.05539979785680771,0.05285608768463135,0.04730958491563797,"OPEN PROJECTS ( 2025 ) 
AI/ML PROBLEM STATEMENT S 
 
1.","['file', 'will', 'compression', 'system', 'link', 'metadata', 'data', 'project', 'files', 'users']",0.029585798816568046,0.0,0.0016906170752324597,0.0,0.0,0.0016906170752324597,[],[],[],[],8102,1183,100,1,11.83,6.848689771766695,575,0.48605240912933223,36.84627879561333,11.45433215807575,11.15200144619051,14.04560143626571,14.560775237394822,2025-06-22T11:47:07.643710,PyPDF2,True,True,1.0,1.0,0.15459664165973663,0.6
